initial_cash,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,trade_count,win_rate_pct,average_win,average_loss,payoff_ratio,profit_factor,average_holding_days
10000000.0,10065856.242291842,0.6585624229184184,7.085082363182216,-0.11054829887999773,1,100.0,65856.24229184014,0.0,,,3.0
